,dist_code,month,documents_registered_cnt,documents_registered_rev,estamps_challans_cnt,estamps_challans_rev,district,Mmm,quarter,fiscal_year,fuel_type_petrol,fuel_type_diesel,fuel_type_electric,fuel_type_others,vehicleClass_MotorCycle,vehicleClass_MotorCar,vehicleClass_AutoRickshaw,vehicleClass_Agriculture,vehicleClass_others,seatCapacity_1_to_3,seatCapacity_4_to_6,seatCapacity_above_6,Brand_new_vehicles,Pre-owned_vehicles,category_Non-Transport,category_Transport,sector,investment in cr,number_of_employees
3799,21_5,2022-02-01,1212,27972547,1172,28325138,Mahabubabad,Feb,Q4,2021,1453,236,12,7,1356,131,18,61,142,1540,133,35,1635,73,1552,156,Wood and Leather,0.07,4
3800,21_5,2022-02-01,1212,27972547,1172,28325138,Mahabubabad,Feb,Q4,2021,1453,236,12,7,1356,131,18,61,142,1540,133,35,1635,73,1552,156,Others,0.75,9
3801,21_5,2022-02-01,1212,27972547,1172,28325138,Mahabubabad,Feb,Q4,2021,1453,236,12,7,1356,131,18,61,142,1540,133,35,1635,73,1552,156,Food Processing,3.81,22
3802,23_1,2022-02-01,4724,136999151,4196,105561293,Nalgonda,Feb,Q4,2021,3229,738,89,168,2908,502,173,271,370,3514,619,91,4040,184,3689,535,Others,0.25,6
3803,23_1,2022-02-01,4724,136999151,4196,105561293,Nalgonda,Feb,Q4,2021,3229,738,89,168,2908,502,173,271,370,3514,619,91,4040,184,3689,535,Food Processing,3.6,21
3804,23_1,2022-02-01,4724,136999151,4196,105561293,Nalgonda,Feb,Q4,2021,3229,738,89,168,2908,502,173,271,370,3514,619,91,4040,184,3689,535,Pharmaceuticals and Chemicals,27.0,75
3805,23_1,2022-02-01,4724,136999151,4196,105561293,Nalgonda,Feb,Q4,2021,3229,738,89,168,2908,502,173,271,370,3514,619,91,4040,184,3689,535,Plastic and Rubber,2.0,30
3806,23_3,2022-02-01,5370,161878005,5376,156411004,Yadadri Bhuvanagiri,Feb,Q4,2021,1761,346,36,78,1523,296,80,78,244,1836,335,50,2135,86,1904,317,Food Processing,0.45,5
3807,23_3,2022-02-01,5370,161878005,5376,156411004,Yadadri Bhuvanagiri,Feb,Q4,2021,1761,346,36,78,1523,296,80,78,244,1836,335,50,2135,86,1904,317,Plastic and Rubber,1.164,24
3808,23_3,2022-02-01,5370,161878005,5376,156411004,Yadadri Bhuvanagiri,Feb,Q4,2021,1761,346,36,78,1523,296,80,78,244,1836,335,50,2135,86,1904,317,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.8201,20
3809,23_3,2022-02-01,5370,161878005,5376,156411004,Yadadri Bhuvanagiri,Feb,Q4,2021,1761,346,36,78,1523,296,80,78,244,1836,335,50,2135,86,1904,317,Pharmaceuticals and Chemicals,88.82,285
3810,23_3,2022-02-01,5370,161878005,5376,156411004,Yadadri Bhuvanagiri,Feb,Q4,2021,1761,346,36,78,1523,296,80,78,244,1836,335,50,2135,86,1904,317,Others,0.26,15
3811,23_3,2022-02-01,5370,161878005,5376,156411004,Yadadri Bhuvanagiri,Feb,Q4,2021,1761,346,36,78,1523,296,80,78,244,1836,335,50,2135,86,1904,317,Granite and Stone Crushing,0.73,5
3812,23_3,2022-02-01,5370,161878005,5376,156411004,Yadadri Bhuvanagiri,Feb,Q4,2021,1761,346,36,78,1523,296,80,78,244,1836,335,50,2135,86,1904,317,Engineering,13.6092,142
3813,23_3,2022-02-01,5370,161878005,5376,156411004,Yadadri Bhuvanagiri,Feb,Q4,2021,1761,346,36,78,1523,296,80,78,244,1836,335,50,2135,86,1904,317,Textiles,0.5672,20
3814,23_3,2022-02-01,5370,161878005,5376,156411004,Yadadri Bhuvanagiri,Feb,Q4,2021,1761,346,36,78,1523,296,80,78,244,1836,335,50,2135,86,1904,317,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.0,15
3815,20_1,2022-02-01,2333,86873097,2596,98810495,Karimnagar,Feb,Q4,2021,2287,446,104,4,1981,502,30,131,197,2297,472,72,2671,170,2636,205,Beverages,0.1,4
3816,20_1,2022-02-01,2333,86873097,2596,98810495,Karimnagar,Feb,Q4,2021,2287,446,104,4,1981,502,30,131,197,2297,472,72,2671,170,2636,205,Engineering,0.47,10
3817,20_1,2022-02-01,2333,86873097,2596,98810495,Karimnagar,Feb,Q4,2021,2287,446,104,4,1981,502,30,131,197,2297,472,72,2671,170,2636,205,Food Processing,1.43,28
3818,20_1,2022-02-01,2333,86873097,2596,98810495,Karimnagar,Feb,Q4,2021,2287,446,104,4,1981,502,30,131,197,2297,472,72,2671,170,2636,205,Granite and Stone Crushing,3.505,92
3819,20_1,2022-02-01,2333,86873097,2596,98810495,Karimnagar,Feb,Q4,2021,2287,446,104,4,1981,502,30,131,197,2297,472,72,2671,170,2636,205,Others,2.4452,45
3820,20_4,2022-02-01,814,38336268,891,40357221,Peddapalli,Feb,Q4,2021,1391,228,42,4,1226,246,22,41,130,1364,232,69,1562,103,1520,145,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2,3
3821,20_4,2022-02-01,814,38336268,891,40357221,Peddapalli,Feb,Q4,2021,1391,228,42,4,1226,246,22,41,130,1364,232,69,1562,103,1520,145,Engineering,0.09,5
3822,20_4,2022-02-01,814,38336268,891,40357221,Peddapalli,Feb,Q4,2021,1391,228,42,4,1226,246,22,41,130,1364,232,69,1562,103,1520,145,Food Processing,2.115,50
3823,20_4,2022-02-01,814,38336268,891,40357221,Peddapalli,Feb,Q4,2021,1391,228,42,4,1226,246,22,41,130,1364,232,69,1562,103,1520,145,Paper and Printing,35.0,100
3824,14_3,2022-02-01,1894,35847907,1869,32213565,Nagarkurnool,Feb,Q4,2021,1663,462,26,6,1506,198,7,117,329,1932,199,26,2080,77,1837,320,Food Processing,0.99,12
3825,15_2,2022-02-01,13665,1776413066,14032,1672580822,Medchal_Malkajgiri,Feb,Q4,2021,16796,2577,1231,214,13840,5429,0,26,1521,15248,4854,710,18868,1950,19360,1458,Textiles,0.05,12
3826,15_2,2022-02-01,13665,1776413066,14032,1672580822,Medchal_Malkajgiri,Feb,Q4,2021,16796,2577,1231,214,13840,5429,0,26,1521,15248,4854,710,18868,1950,19360,1458,Paper and Printing,1.4557,125
3827,15_2,2022-02-01,13665,1776413066,14032,1672580822,Medchal_Malkajgiri,Feb,Q4,2021,16796,2577,1231,214,13840,5429,0,26,1521,15248,4854,710,18868,1950,19360,1458,Plastic and Rubber,2.12,78
3828,15_2,2022-02-01,13665,1776413066,14032,1672580822,Medchal_Malkajgiri,Feb,Q4,2021,16796,2577,1231,214,13840,5429,0,26,1521,15248,4854,710,18868,1950,19360,1458,R&D,137.2683,772
3829,15_2,2022-02-01,13665,1776413066,14032,1672580822,Medchal_Malkajgiri,Feb,Q4,2021,16796,2577,1231,214,13840,5429,0,26,1521,15248,4854,710,18868,1950,19360,1458,Wood and Leather,0.56,18
3830,15_2,2022-02-01,13665,1776413066,14032,1672580822,Medchal_Malkajgiri,Feb,Q4,2021,16796,2577,1231,214,13840,5429,0,26,1521,15248,4854,710,18868,1950,19360,1458,Pharmaceuticals and Chemicals,44.133,181
3831,15_2,2022-02-01,13665,1776413066,14032,1672580822,Medchal_Malkajgiri,Feb,Q4,2021,16796,2577,1231,214,13840,5429,0,26,1521,15248,4854,710,18868,1950,19360,1458,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.2,19
3832,15_2,2022-02-01,13665,1776413066,14032,1672580822,Medchal_Malkajgiri,Feb,Q4,2021,16796,2577,1231,214,13840,5429,0,26,1521,15248,4854,710,18868,1950,19360,1458,Engineering,29.13,437
3833,15_2,2022-02-01,13665,1776413066,14032,1672580822,Medchal_Malkajgiri,Feb,Q4,2021,16796,2577,1231,214,13840,5429,0,26,1521,15248,4854,710,18868,1950,19360,1458,Food Processing,2.2,32
3834,15_2,2022-02-01,13665,1776413066,14032,1672580822,Medchal_Malkajgiri,Feb,Q4,2021,16796,2577,1231,214,13840,5429,0,26,1521,15248,4854,710,18868,1950,19360,1458,Others,2.3,35
3835,15_2,2022-02-01,13665,1776413066,14032,1672580822,Medchal_Malkajgiri,Feb,Q4,2021,16796,2577,1231,214,13840,5429,0,26,1521,15248,4854,710,18868,1950,19360,1458,Electrical and Electronic Products,0.25,10
3836,15_2,2022-02-01,13665,1776413066,14032,1672580822,Medchal_Malkajgiri,Feb,Q4,2021,16796,2577,1231,214,13840,5429,0,26,1521,15248,4854,710,18868,1950,19360,1458,"Cement, Cement & Concrete Products, Fly Ash Bricks",2.34,50
3837,22_2,2022-02-01,956,22684755,1040,27266010,Bhadradri Kothagudem,Feb,Q4,2021,2408,460,23,2,2143,345,72,131,202,2449,389,55,2777,116,2623,270,Wood and Leather,0.585,12
3838,22_2,2022-02-01,956,22684755,1040,27266010,Bhadradri Kothagudem,Feb,Q4,2021,2408,460,23,2,2143,345,72,131,202,2449,389,55,2777,116,2623,270,Plastic and Rubber,0.9506,4
3839,22_2,2022-02-01,956,22684755,1040,27266010,Bhadradri Kothagudem,Feb,Q4,2021,2408,460,23,2,2143,345,72,131,202,2449,389,55,2777,116,2623,270,Others,0.22,6
3840,22_2,2022-02-01,956,22684755,1040,27266010,Bhadradri Kothagudem,Feb,Q4,2021,2408,460,23,2,2143,345,72,131,202,2449,389,55,2777,116,2623,270,Engineering,0.12,2
3841,22_2,2022-02-01,956,22684755,1040,27266010,Bhadradri Kothagudem,Feb,Q4,2021,2408,460,23,2,2143,345,72,131,202,2449,389,55,2777,116,2623,270,Food Processing,0.9,7
3842,20_2,2022-02-01,1556,46134368,1445,39661362,Jagtial,Feb,Q4,2021,1887,140,83,8,1779,207,22,39,71,1887,210,21,2060,58,2029,89,Granite and Stone Crushing,0.25,12
3843,20_2,2022-02-01,1556,46134368,1445,39661362,Jagtial,Feb,Q4,2021,1887,140,83,8,1779,207,22,39,71,1887,210,21,2060,58,2029,89,Food Processing,0.992,22
3844,20_2,2022-02-01,1556,46134368,1445,39661362,Jagtial,Feb,Q4,2021,1887,140,83,8,1779,207,22,39,71,1887,210,21,2060,58,2029,89,Engineering,0.548,10
3845,20_2,2022-02-01,1556,46134368,1445,39661362,Jagtial,Feb,Q4,2021,1887,140,83,8,1779,207,22,39,71,1887,210,21,2060,58,2029,89,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.12,2
3846,20_2,2022-02-01,1556,46134368,1445,39661362,Jagtial,Feb,Q4,2021,1887,140,83,8,1779,207,22,39,71,1887,210,21,2060,58,2029,89,Beverages,0.1,4
3847,14_2,2022-02-01,1258,24239635,1301,23196859,Jogulamba Gadwal,Feb,Q4,2021,1140,162,8,0,1064,102,6,64,74,1198,98,14,1262,48,1232,78,Textiles,3.575,15
3848,21_2,2022-02-01,527,12515224,578,13525775,Warangal,Feb,Q4,2021,1812,228,48,37,1662,253,37,58,115,1812,262,51,2021,104,1979,146,Wood and Leather,0.2028,4
3849,21_2,2022-02-01,527,12515224,578,13525775,Warangal,Feb,Q4,2021,1812,228,48,37,1662,253,37,58,115,1812,262,51,2021,104,1979,146,Food Processing,1.56,18
3850,22_1,2022-02-01,3795,165983684,3614,140770913,Khammam,Feb,Q4,2021,3200,522,31,124,2782,593,143,129,230,3103,666,108,3643,234,3515,362,Wood and Leather,0.505,10
3851,22_1,2022-02-01,3795,165983684,3614,140770913,Khammam,Feb,Q4,2021,3200,522,31,124,2782,593,143,129,230,3103,666,108,3643,234,3515,362,Plastic and Rubber,0.142,3
3852,22_1,2022-02-01,3795,165983684,3614,140770913,Khammam,Feb,Q4,2021,3200,522,31,124,2782,593,143,129,230,3103,666,108,3643,234,3515,362,Food Processing,2.0696,30
3853,22_1,2022-02-01,3795,165983684,3614,140770913,Khammam,Feb,Q4,2021,3200,522,31,124,2782,593,143,129,230,3103,666,108,3643,234,3515,362,Beverages,0.117,3
3854,22_1,2022-02-01,3795,165983684,3614,140770913,Khammam,Feb,Q4,2021,3200,522,31,124,2782,593,143,129,230,3103,666,108,3643,234,3515,362,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.0014,22
3855,22_1,2022-02-01,3795,165983684,3614,140770913,Khammam,Feb,Q4,2021,3200,522,31,124,2782,593,143,129,230,3103,666,108,3643,234,3515,362,Granite and Stone Crushing,4.5504,53
3856,22_1,2022-02-01,3795,165983684,3614,140770913,Khammam,Feb,Q4,2021,3200,522,31,124,2782,593,143,129,230,3103,666,108,3643,234,3515,362,Engineering,1.8,10
3857,22_1,2022-02-01,3795,165983684,3614,140770913,Khammam,Feb,Q4,2021,3200,522,31,124,2782,593,143,129,230,3103,666,108,3643,234,3515,362,Others,0.17,4
3858,17_2,2022-02-01,6497,710409599,6523,695995363,Sangareddy,Feb,Q4,2021,4966,810,243,202,4122,1425,139,144,391,4623,1407,191,5648,573,5729,492,Beverages,0.165,4
3859,17_2,2022-02-01,6497,710409599,6523,695995363,Sangareddy,Feb,Q4,2021,4966,810,243,202,4122,1425,139,144,391,4623,1407,191,5648,573,5729,492,R&D,0.25,15
3860,17_2,2022-02-01,6497,710409599,6523,695995363,Sangareddy,Feb,Q4,2021,4966,810,243,202,4122,1425,139,144,391,4623,1407,191,5648,573,5729,492,Pharmaceuticals and Chemicals,218.1,560
3861,17_2,2022-02-01,6497,710409599,6523,695995363,Sangareddy,Feb,Q4,2021,4966,810,243,202,4122,1425,139,144,391,4623,1407,191,5648,573,5729,492,Others,18.6411,106
3862,17_2,2022-02-01,6497,710409599,6523,695995363,Sangareddy,Feb,Q4,2021,4966,810,243,202,4122,1425,139,144,391,4623,1407,191,5648,573,5729,492,Granite and Stone Crushing,5.5602,25
3863,17_2,2022-02-01,6497,710409599,6523,695995363,Sangareddy,Feb,Q4,2021,4966,810,243,202,4122,1425,139,144,391,4623,1407,191,5648,573,5729,492,Food Processing,1.0378,20
3864,17_2,2022-02-01,6497,710409599,6523,695995363,Sangareddy,Feb,Q4,2021,4966,810,243,202,4122,1425,139,144,391,4623,1407,191,5648,573,5729,492,Engineering,2.7856,49
3865,17_2,2022-02-01,6497,710409599,6523,695995363,Sangareddy,Feb,Q4,2021,4966,810,243,202,4122,1425,139,144,391,4623,1407,191,5648,573,5729,492,Electrical and Electronic Products,2.0813,30
3866,17_2,2022-02-01,6497,710409599,6523,695995363,Sangareddy,Feb,Q4,2021,4966,810,243,202,4122,1425,139,144,391,4623,1407,191,5648,573,5729,492,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.5,20
3867,23_2,2022-02-01,2880,86450101,2596,79605540,Suryapet,Feb,Q4,2021,2146,515,48,39,1963,309,35,158,283,2362,307,75,2646,102,2438,310,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.57,16
3868,23_2,2022-02-01,2880,86450101,2596,79605540,Suryapet,Feb,Q4,2021,2146,515,48,39,1963,309,35,158,283,2362,307,75,2646,102,2438,310,Engineering,0.36,10
3869,23_2,2022-02-01,2880,86450101,2596,79605540,Suryapet,Feb,Q4,2021,2146,515,48,39,1963,309,35,158,283,2362,307,75,2646,102,2438,310,Food Processing,0.425,25
3870,23_2,2022-02-01,2880,86450101,2596,79605540,Suryapet,Feb,Q4,2021,2146,515,48,39,1963,309,35,158,283,2362,307,75,2646,102,2438,310,Pharmaceuticals and Chemicals,1.844,26
3871,19_4,2022-02-01,176,4595920,194,4968575,Kumurambheem Asifabad,Feb,Q4,2021,1094,249,4,0,1036,71,21,14,205,1250,84,13,1315,32,1122,225,Food Processing,0.23,100
3872,19_3,2022-02-01,1947,58674988,1879,54350793,Mancherial,Feb,Q4,2021,1348,335,29,9,1179,241,38,58,205,1429,262,30,1647,74,1488,233,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.305,11
3873,18_2,2022-02-01,1717,41139915,1667,36301798,Kamareddy,Feb,Q4,2021,2119,168,33,8,1944,234,12,39,99,2053,229,46,2253,75,2219,109,Engineering,0.0301,5
3874,18_2,2022-02-01,1717,41139915,1667,36301798,Kamareddy,Feb,Q4,2021,2119,168,33,8,1944,234,12,39,99,2053,229,46,2253,75,2219,109,Agro based incl Cold Storages,3.895,10
3875,18_2,2022-02-01,1717,41139915,1667,36301798,Kamareddy,Feb,Q4,2021,2119,168,33,8,1944,234,12,39,99,2053,229,46,2253,75,2219,109,Food Processing,0.555,8
3876,19_1,2022-02-01,1012,36168146,994,29696344,Adilabad,Feb,Q4,2021,1719,386,42,0,1626,156,20,67,278,1964,160,23,2109,38,1853,294,Plastic and Rubber,0.14,3
3877,19_1,2022-02-01,1012,36168146,994,29696344,Adilabad,Feb,Q4,2021,1719,386,42,0,1626,156,20,67,278,1964,160,23,2109,38,1853,294,Paper and Printing,0.06,5
3878,19_1,2022-02-01,1012,36168146,994,29696344,Adilabad,Feb,Q4,2021,1719,386,42,0,1626,156,20,67,278,1964,160,23,2109,38,1853,294,Others,0.035,5
3879,19_1,2022-02-01,1012,36168146,994,29696344,Adilabad,Feb,Q4,2021,1719,386,42,0,1626,156,20,67,278,1964,160,23,2109,38,1853,294,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.09,5
3880,19_1,2022-02-01,1012,36168146,994,29696344,Adilabad,Feb,Q4,2021,1719,386,42,0,1626,156,20,67,278,1964,160,23,2109,38,1853,294,Food Processing,0.06,5
3881,14_4,2022-02-01,1576,31646259,1641,31026244,Wanaparthy,Feb,Q4,2021,968,185,21,2,880,132,22,49,93,1018,138,20,1131,45,1069,107,Food Processing,4.0113,40
3882,18_1,2022-02-01,4032,117127388,3664,97950435,Nizamabad,Feb,Q4,2021,3833,447,224,11,3553,619,53,87,203,3831,618,66,4349,166,4275,240,Agro based incl Cold Storages,0.045,2
3883,18_1,2022-02-01,4032,117127388,3664,97950435,Nizamabad,Feb,Q4,2021,3833,447,224,11,3553,619,53,87,203,3831,618,66,4349,166,4275,240,Wood and Leather,0.4,5
3884,18_1,2022-02-01,4032,117127388,3664,97950435,Nizamabad,Feb,Q4,2021,3833,447,224,11,3553,619,53,87,203,3831,618,66,4349,166,4275,240,Paper and Printing,0.125,5
3885,18_1,2022-02-01,4032,117127388,3664,97950435,Nizamabad,Feb,Q4,2021,3833,447,224,11,3553,619,53,87,203,3831,618,66,4349,166,4275,240,Food Processing,1.34,15
3886,18_1,2022-02-01,4032,117127388,3664,97950435,Nizamabad,Feb,Q4,2021,3833,447,224,11,3553,619,53,87,203,3831,618,66,4349,166,4275,240,Engineering,0.11,7
3887,19_2,2022-02-01,1345,28738636,1553,38670276,Nirmal,Feb,Q4,2021,1786,195,75,6,1698,197,30,77,60,1833,205,24,2015,47,1974,88,Beverages,0.18,5
3888,19_2,2022-02-01,1345,28738636,1553,38670276,Nirmal,Feb,Q4,2021,1786,195,75,6,1698,197,30,77,60,1833,205,24,2015,47,1974,88,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.12,20
3889,19_2,2022-02-01,1345,28738636,1553,38670276,Nirmal,Feb,Q4,2021,1786,195,75,6,1698,197,30,77,60,1833,205,24,2015,47,1974,88,Food Processing,4.01,33
3890,15_1,2022-02-01,19924,3651414062,20412,3255572073,Rangareddy,Feb,Q4,2021,16066,2461,1078,214,12467,6115,4,35,1198,13514,5513,779,17540,2279,18715,1104,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,5
3891,15_1,2022-02-01,19924,3651414062,20412,3255572073,Rangareddy,Feb,Q4,2021,16066,2461,1078,214,12467,6115,4,35,1198,13514,5513,779,17540,2279,18715,1104,Electrical and Electronic Products,2.894,600
3892,15_1,2022-02-01,19924,3651414062,20412,3255572073,Rangareddy,Feb,Q4,2021,16066,2461,1078,214,12467,6115,4,35,1198,13514,5513,779,17540,2279,18715,1104,Food Processing,1.5,54
3893,15_1,2022-02-01,19924,3651414062,20412,3255572073,Rangareddy,Feb,Q4,2021,16066,2461,1078,214,12467,6115,4,35,1198,13514,5513,779,17540,2279,18715,1104,Granite and Stone Crushing,4.355,115
3894,15_1,2022-02-01,19924,3651414062,20412,3255572073,Rangareddy,Feb,Q4,2021,16066,2461,1078,214,12467,6115,4,35,1198,13514,5513,779,17540,2279,18715,1104,Others,1.6668,15
3895,15_1,2022-02-01,19924,3651414062,20412,3255572073,Rangareddy,Feb,Q4,2021,16066,2461,1078,214,12467,6115,4,35,1198,13514,5513,779,17540,2279,18715,1104,Pharmaceuticals and Chemicals,0.15,5
3896,15_1,2022-02-01,19924,3651414062,20412,3255572073,Rangareddy,Feb,Q4,2021,16066,2461,1078,214,12467,6115,4,35,1198,13514,5513,779,17540,2279,18715,1104,Plastic and Rubber,21.6833,176
3897,15_1,2022-02-01,19924,3651414062,20412,3255572073,Rangareddy,Feb,Q4,2021,16066,2461,1078,214,12467,6115,4,35,1198,13514,5513,779,17540,2279,18715,1104,R&D,140.0,425
3898,15_1,2022-02-01,19924,3651414062,20412,3255572073,Rangareddy,Feb,Q4,2021,16066,2461,1078,214,12467,6115,4,35,1198,13514,5513,779,17540,2279,18715,1104,Textiles,13.0854,55
3899,15_1,2022-02-01,19924,3651414062,20412,3255572073,Rangareddy,Feb,Q4,2021,16066,2461,1078,214,12467,6115,4,35,1198,13514,5513,779,17540,2279,18715,1104,Engineering,3.6038,103
3900,17_1,2022-02-01,1056,65699784,988,50614845,Medak,Feb,Q4,2021,1631,246,25,52,1448,260,35,73,138,1659,255,40,1866,88,1793,161,Engineering,1.5,20
3901,21_3,2022-02-01,1536,39745172,1390,34906794,Jangoan,Feb,Q4,2021,995,165,11,10,916,107,8,69,81,1060,100,21,1123,58,1095,86,Food Processing,4.7,25
3902,21_3,2022-02-01,1536,39745172,1390,34906794,Jangoan,Feb,Q4,2021,995,165,11,10,916,107,8,69,81,1060,100,21,1123,58,1095,86,Beverages,0.0255,1
3903,15_3,2022-02-01,1278,39164928,1260,33263794,Vikarabad,Feb,Q4,2021,3388,646,56,43,2940,608,96,221,270,3403,639,93,3969,166,3805,330,Food Processing,1.13,64
3904,15_3,2022-02-01,1278,39164928,1260,33263794,Vikarabad,Feb,Q4,2021,3388,646,56,43,2940,608,96,221,270,3403,639,93,3969,166,3805,330,Granite and Stone Crushing,0.26,9
3905,15_3,2022-02-01,1278,39164928,1260,33263794,Vikarabad,Feb,Q4,2021,3388,646,56,43,2940,608,96,221,270,3403,639,93,3969,166,3805,330,Others,0.25,10
3906,15_3,2022-02-01,1278,39164928,1260,33263794,Vikarabad,Feb,Q4,2021,3388,646,56,43,2940,608,96,221,270,3403,639,93,3969,166,3805,330,Wood and Leather,1.25,100
3907,15_3,2022-02-01,1278,39164928,1260,33263794,Vikarabad,Feb,Q4,2021,3388,646,56,43,2940,608,96,221,270,3403,639,93,3969,166,3805,330,Engineering,21.2886,62
3908,14_1,2022-03-01,3699,111740736,3896,110951795,Mahabubnagar,Mar,Q4,2021,2166,448,71,5,1911,408,14,87,270,2228,393,69,2517,173,2428,262,Solar and Other Renewable Energy,38.1105,20
3909,14_1,2022-03-01,3699,111740736,3896,110951795,Mahabubnagar,Mar,Q4,2021,2166,448,71,5,1911,408,14,87,270,2228,393,69,2517,173,2428,262,Pharmaceuticals and Chemicals,2.1618,20
3910,14_1,2022-03-01,3699,111740736,3896,110951795,Mahabubnagar,Mar,Q4,2021,2166,448,71,5,1911,408,14,87,270,2228,393,69,2517,173,2428,262,Paper and Printing,0.307,8
3911,17_3,2022-03-01,4083,106225873,4205,88913539,Siddipet,Mar,Q4,2021,2159,402,47,67,1919,418,29,142,167,2204,386,85,2526,149,2502,173,Pharmaceuticals and Chemicals,5.0994,20
3912,17_3,2022-03-01,4083,106225873,4205,88913539,Siddipet,Mar,Q4,2021,2159,402,47,67,1919,418,29,142,167,2204,386,85,2526,149,2502,173,Food Processing,0.49,16
3913,17_3,2022-03-01,4083,106225873,4205,88913539,Siddipet,Mar,Q4,2021,2159,402,47,67,1919,418,29,142,167,2204,386,85,2526,149,2502,173,Engineering,0.19,1
3914,17_3,2022-03-01,4083,106225873,4205,88913539,Siddipet,Mar,Q4,2021,2159,402,47,67,1919,418,29,142,167,2204,386,85,2526,149,2502,173,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.99,12
3915,17_3,2022-03-01,4083,106225873,4205,88913539,Siddipet,Mar,Q4,2021,2159,402,47,67,1919,418,29,142,167,2204,386,85,2526,149,2502,173,Plastic and Rubber,5.4733,59
3916,17_3,2022-03-01,4083,106225873,4205,88913539,Siddipet,Mar,Q4,2021,2159,402,47,67,1919,418,29,142,167,2204,386,85,2526,149,2502,173,Agro based incl Cold Storages,1.04,115
3917,20_3,2022-03-01,1845,37753914,1832,37695184,Rajanna Sircilla,Mar,Q4,2021,1051,160,51,0,978,128,3,48,105,1119,125,18,1178,84,1160,102,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.54,24
3918,20_3,2022-03-01,1845,37753914,1832,37695184,Rajanna Sircilla,Mar,Q4,2021,1051,160,51,0,978,128,3,48,105,1119,125,18,1178,84,1160,102,Engineering,0.7055,18
3919,20_3,2022-03-01,1845,37753914,1832,37695184,Rajanna Sircilla,Mar,Q4,2021,1051,160,51,0,978,128,3,48,105,1119,125,18,1178,84,1160,102,Food Processing,7.3,74
3920,20_3,2022-03-01,1845,37753914,1832,37695184,Rajanna Sircilla,Mar,Q4,2021,1051,160,51,0,978,128,3,48,105,1119,125,18,1178,84,1160,102,Granite and Stone Crushing,0.25,10
3921,21_5,2022-03-01,1548,37974048,1635,37841324,Mahabubabad,Mar,Q4,2021,1395,253,12,15,1298,136,32,50,159,1484,151,40,1623,52,1488,187,Food Processing,1.0,9
3922,21_5,2022-03-01,1548,37974048,1635,37841324,Mahabubabad,Mar,Q4,2021,1395,253,12,15,1298,136,32,50,159,1484,151,40,1623,52,1488,187,Wood and Leather,0.11,5
3923,21_5,2022-03-01,1548,37974048,1635,37841324,Mahabubabad,Mar,Q4,2021,1395,253,12,15,1298,136,32,50,159,1484,151,40,1623,52,1488,187,Others,1.05,6
3924,23_1,2022-03-01,5272,142261728,5431,144746643,Nalgonda,Mar,Q4,2021,3127,736,73,17,2803,526,10,197,417,3371,474,108,3752,201,3549,404,Beverages,0.14,3
3925,23_1,2022-03-01,5272,142261728,5431,144746643,Nalgonda,Mar,Q4,2021,3127,736,73,17,2803,526,10,197,417,3371,474,108,3752,201,3549,404,Agro based incl Cold Storages,0.99,10
3926,23_1,2022-03-01,5272,142261728,5431,144746643,Nalgonda,Mar,Q4,2021,3127,736,73,17,2803,526,10,197,417,3371,474,108,3752,201,3549,404,Food Processing,0.44,10
3927,23_3,2022-03-01,6540,220235465,6841,260377026,Yadadri Bhuvanagiri,Mar,Q4,2021,1799,422,63,39,1526,386,34,133,244,1881,383,59,2190,133,2061,262,Engineering,5.6597,72
3928,23_3,2022-03-01,6540,220235465,6841,260377026,Yadadri Bhuvanagiri,Mar,Q4,2021,1799,422,63,39,1526,386,34,133,244,1881,383,59,2190,133,2061,262,Solar and Other Renewable Energy,1.32,20
3929,23_3,2022-03-01,6540,220235465,6841,260377026,Yadadri Bhuvanagiri,Mar,Q4,2021,1799,422,63,39,1526,386,34,133,244,1881,383,59,2190,133,2061,262,Others,0.25,4
3930,23_3,2022-03-01,6540,220235465,6841,260377026,Yadadri Bhuvanagiri,Mar,Q4,2021,1799,422,63,39,1526,386,34,133,244,1881,383,59,2190,133,2061,262,Pharmaceuticals and Chemicals,40.8958,350
3931,23_3,2022-03-01,6540,220235465,6841,260377026,Yadadri Bhuvanagiri,Mar,Q4,2021,1799,422,63,39,1526,386,34,133,244,1881,383,59,2190,133,2061,262,Plastic and Rubber,3.87,36
3932,23_3,2022-03-01,6540,220235465,6841,260377026,Yadadri Bhuvanagiri,Mar,Q4,2021,1799,422,63,39,1526,386,34,133,244,1881,383,59,2190,133,2061,262,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",3.988,10
